year,category,film,name,BAFTA,Golden Globe,Guild,Oscar,running_time,box_office,imdb_score,rt_audience_score,rt_critic_score,stars_count,writers_count,produced_USA,R,PG,PG13,G,q1_release,q2_release,q3_release,q4_release
1996,Director,Secrets and Lies,Mike Leigh,0.0,0.0,0.0,0.0,142,13417292.0,8.0,91.0,94.0,12.0,1.0,0,1,0,0,0,1,0,0,0
1997,Director,Titanic,James Cameron,0.0,1.0,1.0,1.0,195,21870000.0,7.7,69.0,88.0,10.0,1.0,1,0,0,1,0,0,0,0,1
1997,Director,The Full Monty,Peter Cattaneo,0.0,0.0,0.0,0.0,91,258000000.0,7.2,79.0,95.0,3.0,1.0,0,1,0,0,0,0,0,1,0
1997,Director,The Sweet Hereafter,Atom Egoyan,0.0,0.0,0.0,0.0,112,3300000.0,7.7,86.0,100.0,13.0,1.0,0,1,0,0,0,0,0,0,1
1997,Director,L.A. Confidential,Curtis Hanson,0.0,0.0,0.0,0.0,138,126200000.0,7.3,94.0,99.0,7.0,2.0,1,1,0,0,0,0,0,1,0
1997,Director,Good Will Hunting,Gus Van Sant,0.0,0.0,0.0,0.0,126,225900000.0,8.3,94.0,97.0,5.0,2.0,1,1,0,0,0,1,0,0,0
1998,Director,Saving Private Ryan,Steven Spielberg,0.0,1.0,1.0,1.0,169,481800000.0,8.6,95.0,92.0,4.0,1.0,1,1,0,0,0,0,0,1,0
1998,Director,Life Is Beautiful,Roberto Benigni,0.0,0.0,0.0,0.0,116,229200000.0,8.6,96.0,80.0,2.0,1.0,0,0,0,1,0,1,0,0,0
1998,Director,Shakespeare in Love,John Madden,0.0,0.0,0.0,0.0,123,289300000.0,7.2,80.0,92.0,13.0,1.0,1,1,0,0,0,1,0,0,0
1998,Director,The Thin Red Line,Terrence Malick,0.0,0.0,0.0,0.0,170,98100000.0,7.6,80.0,78.0,11.0,1.0,1,1,0,0,0,1,0,0,0
1998,Director,The Truman Show,Peter Weir,1.0,0.0,0.0,0.0,103,264100000.0,8.1,88.0,94.0,6.0,1.0,1,0,1,0,0,0,1,0,0
1999,Director,American Beauty,Sam Mendes,0.0,1.0,1.0,1.0,122,356300000.0,8.4,93.0,88.0,8.0,1.0,1,1,0,0,0,0,0,0,1
1999,Director,The Cider House Rules,Lasse Hallstrm,0.0,0.0,0.0,0.0,125,88500000.0,7.4,77.0,71.0,6.0,1.0,1,0,0,1,0,1,0,0,0
1999,Director,Being John Malkovich,Spike Jonze,0.0,0.0,0.0,0.0,112,32400000.0,7.8,87.0,93.0,6.0,1.0,1,1,0,0,0,0,0,0,1
1999,Director,The Insider,Michael Mann,0.0,0.0,0.0,0.0,157,60200000.0,7.9,90.0,96.0,8.0,2.0,1,1,0,0,0,0,0,0,1
1999,Director,The Sixth Sense,M. Night Shyamalan,0.0,0.0,0.0,0.0,107,672800000.0,8.1,89.0,85.0,4.0,1.0,1,0,0,1,0,0,0,1,0
2000,Director,Traffic,Steven Soderbergh,0.0,0.0,0.0,1.0,147,207500000.0,7.6,85.0,92.0,19.0,1.0,1,1,0,0,0,1,0,0,0
2000,Director,Billy Elliot,Stephen Daldry,0.0,0.0,0.0,0.0,110,72853509.0,7.7,89.0,85.0,4.0,1.0,0,1,0,0,0,0,0,0,1
2000,Director,"Crouching Tiger, Hidden Dragon",Ang Lee,0.0,1.0,1.0,0.0,120,213500000.0,7.9,86.0,97.0,4.0,3.0,0,0,0,1,0,1,0,0,0
2000,Director,Gladiator,Ridley Scott,0.0,0.0,0.0,0.0,155,457600000.0,8.5,87.0,76.0,7.0,3.0,0,1,0,0,0,0,1,0,0
2000,Director,Erin Brockovich,Steven Soderbergh,0.0,0.0,0.0,0.0,130,256300000.0,7.3,80.0,84.0,3.0,1.0,1,1,0,0,0,1,0,0,0
2001,Director,A Beautiful Mind,Ron Howard,0.0,0.0,1.0,1.0,135,313000000.0,8.2,93.0,75.0,1.0,1.0,1,0,0,1,0,1,0,0,0
2001,Director,Gosford Park,Robert Altman,0.0,1.0,0.0,0.0,137,87800000.0,7.3,78.0,86.0,16.0,1.0,0,1,0,0,0,1,0,0,0
2001,Director,The Lord of the Rings: The Fellowship of the Ring,Peter Jackson,1.0,0.0,0.0,0.0,178,871500000.0,8.8,95.0,91.0,15.0,3.0,0,0,0,1,0,0,0,0,1
2001,Director,Mulholland Drive,David Lynch,0.0,0.0,0.0,0.0,146,20100000.0,8.0,88.0,82.0,5.0,1.0,1,1,0,0,0,0,0,0,1
2001,Director,Black Hawk Down,Ridley Scott,0.0,0.0,0.0,0.0,144,173000000.0,7.7,88.0,76.0,7.0,1.0,1,1,0,0,0,1,0,0,0
2002,Director,The Pianist,Roman Polanski,1.0,0.0,0.0,1.0,150,120100000.0,8.5,95.0,96.0,6.0,1.0,0,1,0,0,0,1,0,0,0
2002,Director,Talk to Her,Pedro Almodvar,0.0,0.0,0.0,0.0,112,51001550.0,8.0,93.0,92.0,5.0,1.0,0,1,0,0,0,1,0,0,0
2002,Director,The Hours,Stephen Daldry,0.0,0.0,0.0,0.0,114,108800000.0,7.6,84.0,81.0,3.0,1.0,0,0,0,1,0,1,0,0,0
2002,Director,Chicago,Rob Marshall,0.0,0.0,1.0,0.0,113,306800000.0,7.2,83.0,86.0,5.0,1.0,1,0,0,1,0,1,0,0,0
2002,Director,Gangs of New York,Martin Scorsese,0.0,1.0,0.0,0.0,168,193700000.0,7.5,81.0,75.0,7.0,3.0,1,1,0,0,0,0,0,0,1
2003,Director,The Lord of the Rings: The Return of the King,Peter Jackson,0.0,1.0,1.0,1.0,200,11200000.0,8.9,86.0,95.0,19.0,3.0,0,0,0,1,0,0,0,0,1
2003,Director,Lost in Translation,Sofia Coppola,0.0,0.0,0.0,0.0,101,119700000.0,7.8,86.0,95.0,5.0,1.0,1,1,0,0,0,0,0,0,1
2003,Director,Mystic River,Clint Eastwood,0.0,0.0,0.0,0.0,137,156800000.0,8.0,89.0,87.0,6.0,1.0,1,1,0,0,0,0,0,0,1
2003,Director,City of God,Fernando Meirelles,0.0,0.0,0.0,0.0,130,30600000.0,8.7,97.0,90.0,7.0,1.0,0,1,0,0,0,1,0,0,0
2003,Director,Master and Commander: The Far Side of the World,Peter Weir,1.0,0.0,0.0,0.0,138,212000000.0,7.4,80.0,85.0,6.0,2.0,1,0,0,1,0,0,0,0,1
2004,Director,Million Dollar Baby,Clint Eastwood,0.0,1.0,1.0,1.0,132,216800000.0,8.1,90.0,91.0,2.0,1.0,1,0,0,1,0,1,0,0,0
2004,Director,Ray,Taylor Hackford,0.0,0.0,0.0,0.0,152,124700000.0,7.7,87.0,81.0,8.0,1.0,1,0,0,1,0,0,0,0,1
2004,Director,Vera Drake,Mike Leigh,1.0,0.0,0.0,0.0,125,13300000.0,7.7,84.0,92.0,8.0,1.0,0,1,0,0,0,1,0,0,0
2004,Director,Sideways,Alexander Payne,0.0,0.0,0.0,0.0,123,109700000.0,7.5,78.0,96.0,4.0,1.0,1,1,0,0,0,1,0,0,0
2004,Director,The Aviator,Martin Scorsese,0.0,0.0,0.0,0.0,170,213700000.0,7.5,79.0,87.0,7.0,1.0,1,0,0,1,0,0,0,0,1
2005,Director,Brokeback Mountain,Ang Lee,1.0,1.0,1.0,1.0,134,178100000.0,7.7,82.0,87.0,4.0,2.0,1,1,0,0,0,1,0,0,0
2005,Director,"Good Night, and Good Luck",George Clooney,0.0,0.0,0.0,0.0,93,56500000.0,7.5,83.0,93.0,6.0,2.0,1,0,1,0,0,0,0,0,1
2005,Director,Crash,Paul Haggis,0.0,0.0,0.0,0.0,112,98400000.0,7.8,88.0,75.0,10.0,2.0,1,1,0,0,0,0,1,0,0
2005,Director,Capote,Bennett Miller,0.0,0.0,0.0,0.0,114,49200000.0,7.4,81.0,90.0,7.0,1.0,1,1,0,0,0,1,0,0,0
2005,Director,Munich,Steven Spielberg,0.0,0.0,0.0,0.0,163,130400000.0,7.6,83.0,78.0,6.0,1.0,1,1,0,0,0,1,0,0,0
2006,Director,The Departed,Martin Scorsese,0.0,1.0,1.0,1.0,151,289800000.0,8.5,94.0,91.0,8.0,1.0,1,1,0,0,0,0,0,0,1
2006,Director,Letters from Iwo Jima,Clint Eastwood,0.0,0.0,0.0,0.0,140,68700000.0,7.9,86.0,91.0,5.0,1.0,1,1,0,0,0,1,0,0,0
2006,Director,The Queen,Stephen Frears,0.0,0.0,0.0,0.0,103,77900000.0,7.3,76.0,97.0,7.0,1.0,0,0,0,1,0,0,0,0,1
2006,Director,United 93,Paul Greengrass,1.0,0.0,0.0,0.0,110,76300000.0,7.6,83.0,91.0,8.0,1.0,1,1,0,0,0,0,1,0,0
2006,Director,Babel,Alejandro G. Irritu,0.0,0.0,0.0,0.0,143,135300000.0,7.5,77.0,69.0,6.0,1.0,1,1,0,0,0,0,0,0,1
2007,Director,No Country for Old Men,Joel Coen,0.0,0.0,0.0,1.0,122,171600000.0,8.1,86.0,93.0,3.0,2.0,1,1,0,0,0,0,0,0,1
2007,Director,There Will Be Blood,Paul Thomas Anderson,0.0,0.0,0.0,0.0,158,76200000.0,8.1,86.0,91.0,5.0,1.0,1,1,0,0,0,1,0,0,0
2007,Director,Michael Clayton,Tony Gilroy,0.0,0.0,0.0,0.0,119,92900000.0,7.3,69.0,90.0,4.0,1.0,1,1,0,0,0,0,0,0,1
2007,Director,Juno,Jason Reitman,0.0,0.0,0.0,0.0,96,231400000.0,7.5,88.0,94.0,6.0,1.0,1,0,0,1,0,0,0,0,1
2007,Director,The Diving Bell and the Butterfly,Julian Schnabel,0.0,1.0,0.0,0.0,112,19800000.0,8.0,92.0,94.0,5.0,1.0,0,0,0,1,0,1,0,0,0
2008,Director,Slumdog Millionaire,Danny Boyle,1.0,1.0,1.0,1.0,120,377900000.0,8.0,90.0,92.0,5.0,1.0,0,1,0,0,0,0,0,0,1
2008,Director,The Reader,Stephen Daldry,0.0,0.0,0.0,0.0,124,108900000.0,7.6,79.0,61.0,6.0,1.0,0,1,0,0,0,1,0,0,0
2008,Director,The Curious Case of Benjamin Button,David Fincher,0.0,0.0,0.0,0.0,166,333900000.0,7.8,80.0,72.0,7.0,1.0,1,0,0,1,0,0,0,0,1
2008,Director,Frost/Nixon,Ron Howard,0.0,0.0,0.0,0.0,122,27400000.0,7.7,88.0,92.0,8.0,1.0,1,1,0,0,0,1,0,0,0
2008,Director,Milk,Gus Van Sant,0.0,0.0,0.0,0.0,128,54600000.0,7.6,89.0,94.0,9.0,1.0,1,1,0,0,0,1,0,0,0
2009,Director,The Hurt Locker,Kathryn Bigelow,1.0,0.0,1.0,1.0,131,49200000.0,7.6,84.0,98.0,7.0,1.0,1,1,0,0,0,0,0,1,0
2009,Director,Avatar,James Cameron,0.0,1.0,0.0,0.0,161,27880000.0,7.8,82.0,83.0,5.0,1.0,1,0,0,1,0,0,0,0,1
2009,Director,Precious,Lee Daniels,0.0,0.0,0.0,0.0,110,63600000.0,7.3,81.0,91.0,6.0,1.0,1,1,0,0,0,0,0,0,1
2009,Director,Up in the Air,Jason Reitman,0.0,0.0,0.0,0.0,109,166800000.0,7.4,79.0,91.0,4.0,2.0,1,1,0,0,0,0,0,0,1
2009,Director,Inglourious Basterds,Quentin Tarantino,0.0,0.0,0.0,0.0,153,321500000.0,8.3,87.0,89.0,8.0,1.0,1,1,0,0,0,0,0,1,0
2010,Director,The King's Speech,Tom Hooper,0.0,0.0,1.0,1.0,119,414200000.0,8.0,92.0,95.0,8.0,1.0,0,1,0,0,0,0,0,0,1
2010,Director,Black Swan,Darren Aronofsky,0.0,0.0,0.0,0.0,108,329400000.0,8.0,84.0,87.0,5.0,3.0,1,1,0,0,0,0,0,0,1
2010,Director,True Grit,Joel Coen,0.0,0.0,0.0,0.0,128,43700000.0,7.4,83.0,90.0,8.0,1.0,1,0,0,1,0,0,1,0,0
2010,Director,The Social Network,David Fincher,1.0,1.0,0.0,0.0,120,224900000.0,7.7,86.0,96.0,5.0,1.0,1,0,0,1,0,0,0,0,1
2010,Director,The Fighter,David O. Russell,0.0,0.0,0.0,0.0,115,129200000.0,7.9,89.0,90.0,5.0,3.0,1,1,0,0,0,0,0,0,1
2011,Director,The Artist,Michel Hazanavicius,1.0,0.0,1.0,1.0,100,133400000.0,7.9,87.0,96.0,2.0,1.0,0,0,0,1,0,1,0,0,0
2011,Director,Midnight in Paris,Woody Allen,0.0,0.0,0.0,0.0,94,151100000.0,7.7,83.0,93.0,7.0,1.0,1,0,0,1,0,0,1,0,0
2011,Director,The Tree of Life,Terrence Malick,0.0,0.0,0.0,0.0,139,54300000.0,6.8,60.0,84.0,3.0,1.0,1,0,0,1,0,0,1,0,0
2011,Director,The Descendants,Alexander Payne,0.0,0.0,0.0,0.0,115,177200000.0,7.3,79.0,89.0,6.0,3.0,1,1,0,0,0,0,0,0,1
2011,Director,Hugo,Martin Scorsese,0.0,1.0,0.0,0.0,126,185800000.0,7.5,78.0,94.0,8.0,1.0,0,0,1,0,0,0,0,0,1
2012,Director,Life of Pi,Ang Lee,0.0,0.0,0.0,1.0,127,609000000.0,7.9,84.0,87.0,5.0,1.0,1,0,1,0,0,0,0,0,1
2012,Director,Amour,Michael Haneke,0.0,0.0,0.0,0.0,127,29900000.0,7.9,82.0,93.0,3.0,1.0,0,0,0,1,0,0,0,1,0
2012,Director,Silver Linings Playbook,David O. Russell,0.0,0.0,0.0,0.0,122,236400000.0,7.8,86.0,92.0,5.0,1.0,1,1,0,0,0,0,0,0,1
2012,Director,Lincoln,Steven Spielberg,0.0,0.0,0.0,0.0,150,275300000.0,7.4,80.0,90.0,7.0,1.0,1,0,0,1,0,0,0,0,1
2012,Director,Beasts of the Southern Wild,Benh Zeitlin,0.0,0.0,0.0,0.0,93,21900000.0,7.3,76.0,86.0,2.0,1.0,1,0,0,1,0,0,0,1,0
2013,Director,Gravity,Alfonso Cuarn,1.0,1.0,1.0,1.0,91,723200000.0,7.8,80.0,96.0,2.0,1.0,0,0,0,1,0,0,0,0,1
2013,Director,12 Years a Slave,Steve McQueen,0.0,0.0,0.0,0.0,134,187700000.0,8.1,90.0,96.0,9.0,1.0,1,1,0,0,0,0,0,0,1
2013,Director,Nebraska,Alexander Payne,0.0,0.0,0.0,0.0,114,27700000.0,7.7,83.0,91.0,5.0,1.0,1,1,0,0,0,1,0,0,0
2013,Director,American Hustle,David O. Russell,0.0,0.0,0.0,0.0,138,251100000.0,7.3,74.0,93.0,5.0,2.0,1,1,0,0,0,0,0,0,1
2013,Director,The Wolf of Wall Street,Martin Scorsese,0.0,0.0,0.0,0.0,179,392000000.0,8.2,82.0,77.0,9.0,1.0,1,1,0,0,0,0,0,0,1
2014,Director,Birdman or (The Unexpected Virtue of Ignorance),Alejandro G. Irritu,0.0,0.0,1.0,1.0,119,103200000.0,7.8,77.0,91.0,7.0,4.0,1,1,0,0,0,0,0,0,1
2014,Director,The Grand Budapest Hotel,Wes Anderson,0.0,0.0,0.0,0.0,100,174800000.0,8.1,86.0,92.0,17.0,1.0,1,1,0,0,0,1,0,0,0
2014,Director,Boyhood,Richard Linklater,1.0,1.0,0.0,0.0,165,44500000.0,7.9,81.0,98.0,4.0,1.0,1,1,0,0,0,0,0,1,0
2014,Director,Foxcatcher,Bennett Miller,0.0,0.0,0.0,0.0,134,13600000.0,7.0,66.0,88.0,4.0,2.0,1,1,0,0,0,1,0,0,0
2014,Director,The Imitation Game,Morten Tyldum,0.0,0.0,0.0,0.0,114,233600000.0,8.1,91.0,90.0,6.0,1.0,1,0,0,1,0,0,0,0,1
2015,Director,The Revenant,Alejandro G. Irritu,1.0,1.0,1.0,1.0,156,533000000.0,8.0,84.0,81.0,4.0,2.0,1,1,0,0,0,1,0,0,0
2015,Director,Room,Lenny Abrahamson,0.0,0.0,0.0,0.0,118,36200000.0,8.2,93.0,94.0,5.0,1.0,0,1,0,0,0,1,0,0,0
2015,Director,Spotlight,Tom McCarthy,0.0,0.0,0.0,0.0,129,88300000.0,8.1,93.0,96.0,6.0,2.0,1,1,0,0,0,0,0,0,1
2015,Director,The Big Short,Adam McKay,0.0,0.0,0.0,0.0,130,133300000.0,7.8,88.0,88.0,4.0,2.0,1,1,0,0,0,0,0,0,1
2015,Director,Mad Max: Fury Road,George Miller,0.0,0.0,0.0,0.0,120,378900000.0,8.1,86.0,97.0,9.0,3.0,0,1,0,0,0,0,1,0,0
2016,Director,La La Land,Damien Chazelle,1.0,1.0,1.0,0.0,128,341100000.0,8.5,85.0,93.0,4.0,1.0,1,0,0,1,0,0,0,0,1
2016,Director,Hacksaw Ridge,Mel Gibson,0.0,0.0,0.0,0.0,139,174900000.0,8.3,93.0,86.0,7.0,2.0,1,1,0,0,0,0,0,0,1
2016,Director,Moonlight,Barry Jenkins,0.0,0.0,0.0,0.0,111,23300000.0,7.9,86.0,98.0,7.0,1.0,1,1,0,0,0,0,0,0,1
2016,Director,Manchester by the Sea,Kenneth Lonergan,0.0,0.0,0.0,0.0,137,60700000.0,8.1,81.0,96.0,4.0,1.0,1,1,0,0,0,0,0,0,1
2016,Director,Arrival,Denis Villeneuve,0.0,0.0,0.0,0.0,116,195300000.0,8.1,82.0,94.0,5.0,1.0,1,0,0,1,0,0,0,0,1
1980,Original Screenplay,Melvin and Howard,Bo Goldman,0.0,0.0,0.0,1.0,95,4309490.0,6.9,61.0,94.0,4.0,1.0,1,1,0,0,0,0,0,1,0
1980,Original Screenplay,Brubaker,W. D. Richter,0.0,0.0,0.0,0.0,132,37121708.0,7.1,74.0,75.0,6.0,1.0,1,1,0,0,0,0,1,0,0
1980,Original Screenplay,Fame,Gore !Christopher Gore,0.0,0.0,0.0,0.0,133,21200000.0,6.6,69.0,83.0,1.0,1.0,1,1,0,0,0,0,1,0,0
1980,Original Screenplay,Private Benjamin,Nancy Meyers,0.0,0.0,0.0,0.0,109,69847348.0,6.1,60.0,88.0,3.0,1.0,1,1,0,0,0,0,0,0,1
1981,Original Screenplay,Chariots of Fire,Colin Welland,0.0,0.0,0.0,1.0,124,59000000.0,7.2,80.0,83.0,13.0,1.0,0,0,1,0,0,0,1,0,0
1981,Original Screenplay,Absence of Malice,Kurt Luedtke,0.0,0.0,0.0,0.0,116,40716963.0,6.9,61.0,86.0,2.0,1.0,1,0,1,0,0,0,0,0,1
1981,Original Screenplay,Arthur,Steve Gordon,0.0,0.0,0.0,0.0,97,95461682.0,6.9,77.0,90.0,3.0,1.0,1,0,1,0,0,0,0,1,0
1981,Original Screenplay,Atlantic City,John Guare,0.0,0.0,0.0,0.0,104,12729675.0,7.4,77.0,100.0,7.0,1.0,0,1,0,0,0,0,1,0,0
1981,Original Screenplay,Reds,Warren Beatty,0.0,0.0,0.0,0.0,195,40400000.0,7.5,82.0,94.0,7.0,2.0,1,0,1,0,0,0,0,0,1
1982,Original Screenplay,Gandhi,John Briley,0.0,1.0,0.0,1.0,191,127800000.0,8.1,92.0,88.0,7.0,1.0,0,0,1,0,0,1,0,0,0
1982,Original Screenplay,Diner,Barry Levinson,0.0,0.0,0.0,0.0,110,14099953.0,7.2,78.0,91.0,6.0,1.0,1,1,0,0,0,0,1,0,0
1982,Original Screenplay,E.T. the Extra-Terrestrial,Melissa Mathison,0.0,0.0,0.0,0.0,114,792900000.0,7.9,72.0,98.0,3.0,1.0,1,0,1,0,0,0,1,0,0
1982,Original Screenplay,An Officer and a Gentleman,Douglas Day Stewart,0.0,0.0,0.0,0.0,122,129800000.0,7.0,81.0,81.0,4.0,1.0,1,1,0,0,0,0,0,1,0
1982,Original Screenplay,Tootsie,Larry Gelbart,0.0,0.0,0.0,0.0,116,177200000.0,7.4,81.0,89.0,5.0,1.0,1,0,1,0,0,0,0,0,1
1983,Original Screenplay,Tender Mercies,Horton Foote,0.0,0.0,0.0,1.0,92,8440000.0,7.4,82.0,85.0,5.0,1.0,1,0,1,0,0,0,1,0,0
1983,Original Screenplay,The Big Chill,Lawrence Kasdan,0.0,0.0,0.0,0.0,105,56399659.0,7.2,77.0,68.0,8.0,1.0,1,1,0,0,0,0,0,1,0
1983,Original Screenplay,Fanny and Alexander,Ingmar Bergman,0.0,0.0,0.0,0.0,121,6700000.0,8.1,94.0,100.0,7.0,1.0,0,1,0,0,0,0,0,0,1
1983,Original Screenplay,Silkwood,Nora Ephron,0.0,0.0,0.0,0.0,131,35615609.0,7.2,78.0,75.0,3.0,1.0,1,1,0,0,0,1,0,0,0
1983,Original Screenplay,WarGames,Lawrence Lasker,0.0,0.0,0.0,0.0,114,79600000.0,7.1,75.0,93.0,4.0,1.0,1,0,1,0,0,0,1,0,0
1984,Original Screenplay,Places in the Heart,Robert Benton,0.0,0.0,0.0,1.0,102,34901614.0,7.3,82.0,96.0,8.0,1.0,1,0,1,0,0,0,0,0,1
1984,Original Screenplay,Beverly Hills Cop,Daniel Petrie Jr.,0.0,0.0,0.0,0.0,105,316400000.0,7.3,81.0,84.0,1.0,1.0,1,1,0,0,0,0,0,0,1
1984,Original Screenplay,Broadway Danny Rose,Woody Allen,1.0,0.0,0.0,0.0,84,10600497.0,7.5,84.0,100.0,3.0,1.0,1,0,1,0,0,1,0,0,0
1984,Original Screenplay,Splash,Lowell Ganz,0.0,0.0,0.0,0.0,111,69821334.0,6.2,58.0,92.0,4.0,1.0,1,0,1,0,0,1,0,0,0
1985,Original Screenplay,Witness,Earl Wallace,0.0,0.0,0.0,1.0,112,68700000.0,7.4,80.0,92.0,1.0,1.0,1,1,0,0,0,1,0,0,0
1985,Original Screenplay,Back to the Future,Robert Zemeckis,0.0,0.0,0.0,0.0,116,381100000.0,8.5,94.0,96.0,4.0,2.0,1,0,1,0,0,0,0,1,0
1985,Original Screenplay,Brazil,Terry Gilliam,0.0,0.0,0.0,0.0,142,9900000.0,8.0,90.0,98.0,9.0,3.0,0,1,0,0,0,0,0,0,1
1985,Original Screenplay,The Purple Rose of Cairo,Woody Allen,1.0,1.0,0.0,0.0,82,10631333.0,7.7,88.0,91.0,3.0,1.0,1,0,1,0,0,0,1,0,0
1986,Original Screenplay,Hannah and Her Sisters,Woody Allen,1.0,0.0,0.0,1.0,106,40100000.0,8.0,90.0,93.0,10.0,1.0,1,0,0,1,0,1,0,0,0
1986,Original Screenplay,"""Crocodile"" Dundee",Paul Hogan,0.0,0.0,0.0,0.0,104,328000000.0,6.5,59.0,90.0,6.0,1.0,0,0,0,1,0,0,0,1,0
1986,Original Screenplay,My Beautiful Laundrette,Hanif Kureishi,0.0,0.0,0.0,0.0,97,2451545.0,6.9,75.0,100.0,4.0,1.0,0,1,0,0,0,0,1,0,0
1986,Original Screenplay,Platoon,Oliver Stone,0.0,0.0,0.0,0.0,120,138500000.0,8.1,93.0,88.0,3.0,1.0,1,1,0,0,0,1,0,0,0
1986,Original Screenplay,Salvador,Oliver Stone,0.0,0.0,0.0,0.0,123,1500000.0,7.5,86.0,92.0,6.0,1.0,1,1,0,0,0,0,1,0,0
1987,Original Screenplay,Moonstruck,John Patrick Shanley,0.0,0.0,0.0,1.0,102,91640528.0,7.1,80.0,92.0,5.0,1.0,1,0,1,0,0,1,0,0,0
1987,Original Screenplay,Au revoir les enfants,Louis Malle,0.0,0.0,0.0,0.0,104,4500000.0,8.1,93.0,97.0,4.0,1.0,0,0,1,0,0,1,0,0,0
1987,Original Screenplay,Broadcast News,James L. Brooks,0.0,0.0,0.0,0.0,133,67331309.0,7.2,78.0,98.0,3.0,1.0,1,1,0,0,0,0,0,0,1
1987,Original Screenplay,Hope and Glory,John Boorman,0.0,0.0,0.0,0.0,113,10000000.0,7.4,83.0,94.0,7.0,1.0,0,0,0,1,0,1,0,0,0
1987,Original Screenplay,Radio Days,Woody Allen,0.0,0.0,0.0,0.0,85,14800000.0,7.6,84.0,88.0,16.0,1.0,1,0,1,0,0,1,0,0,0
1988,Original Screenplay,Rain Man,Ronald Bass,0.0,0.0,0.0,1.0,133,354800000.0,8.0,90.0,90.0,3.0,1.0,1,1,0,0,0,0,0,0,1
1988,Original Screenplay,Big,Gary Ross,0.0,0.0,0.0,0.0,104,151700000.0,7.3,82.0,97.0,4.0,2.0,1,0,1,0,0,0,1,0,0
1988,Original Screenplay,Bull Durham,Ron Shelton,0.0,0.0,0.0,0.0,108,58000000.0,7.1,82.0,97.0,5.0,1.0,1,1,0,0,0,0,1,0,0
1988,Original Screenplay,A Fish Called Wanda,John Cleese,0.0,0.0,0.0,0.0,108,62500000.0,7.6,84.0,93.0,4.0,1.0,0,1,0,0,0,0,0,1,0
1988,Original Screenplay,Running on Empty,Naomi Foner,0.0,1.0,0.0,0.0,111,2835116.0,7.7,68.0,85.0,5.0,1.0,1,0,0,1,0,0,0,1,0
1989,Original Screenplay,Dead Poets Society,Tom Schulman,0.0,0.0,0.0,1.0,128,235800000.0,8.0,92.0,85.0,1.0,1.0,1,0,1,0,0,0,1,0,0
1989,Original Screenplay,Crimes and Misdemeanors,Woody Allen,0.0,0.0,0.0,0.0,104,18254702.0,8.0,91.0,93.0,11.0,1.0,1,0,0,1,0,0,0,0,1
1989,Original Screenplay,Do the Right Thing,Spike Lee,0.0,0.0,0.0,0.0,120,37300000.0,7.9,90.0,93.0,9.0,1.0,1,1,0,0,0,0,0,1,0
1989,Original Screenplay,"Sex, Lies, and Videotape",Steven Soderbergh,0.0,0.0,0.0,0.0,100,24700000.0,7.2,79.0,98.0,4.0,1.0,1,1,0,0,0,0,0,1,0
1989,Original Screenplay,When Harry Met Sally...,Nora Ephron,1.0,0.0,0.0,0.0,96,92800000.0,7.6,89.0,89.0,4.0,1.0,1,1,0,0,0,0,0,1,0
1990,Original Screenplay,Ghost,Bruce Joel Rubin,0.0,0.0,0.0,1.0,127,505700000.0,7.0,80.0,74.0,4.0,1.0,1,0,0,1,0,0,0,1,0
1990,Original Screenplay,Alice,Woody Allen,0.0,0.0,0.0,0.0,102,7331647.0,6.6,58.0,77.0,8.0,1.0,1,0,0,1,0,1,0,0,0
1990,Original Screenplay,Avalon,Barry Levinson,0.0,0.0,0.0,0.0,126,15740796.0,7.3,78.0,83.0,4.0,1.0,1,0,1,0,0,0,0,0,1
1990,Original Screenplay,Green Card,Peter Weir,0.0,0.0,0.0,0.0,107,29900000.0,6.2,51.0,56.0,2.0,1.0,1,0,0,1,0,1,0,0,0
1990,Original Screenplay,Metropolitan,Whit Stillman,0.0,0.0,0.0,0.0,98,2938208.0,7.5,85.0,91.0,10.0,1.0,1,0,0,1,0,0,0,1,0
1991,Original Screenplay,Thelma and Louise,Callie Khouri,0.0,1.0,0.0,1.0,129,45400000.0,7.4,82.0,83.0,3.0,1.0,1,1,0,0,0,0,1,0,0
1991,Original Screenplay,Boyz n the Hood,John Singleton,0.0,0.0,0.0,0.0,112,57500000.0,7.8,93.0,96.0,10.0,1.0,1,1,0,0,0,0,0,1,0
1991,Original Screenplay,Bugsy,James Toback,0.0,0.0,0.0,0.0,137,49100000.0,6.8,69.0,85.0,5.0,1.0,1,1,0,0,0,0,0,0,1
1991,Original Screenplay,The Fisher King,Richard LaGravenese,0.0,0.0,0.0,0.0,137,41900000.0,7.6,86.0,82.0,4.0,1.0,1,1,0,0,0,0,0,1,0
1991,Original Screenplay,Grand Canyon,Lawrence Kasdan,0.0,0.0,0.0,0.0,137,40991329.0,6.9,70.0,81.0,6.0,1.0,1,1,0,0,0,1,0,0,0
1992,Original Screenplay,The Crying Game,Neil Jordan,0.0,0.0,0.0,1.0,111,62500000.0,7.3,78.0,97.0,4.0,1.0,0,1,0,0,0,1,0,0,0
1992,Original Screenplay,Husbands and Wives,Woody Allen,1.0,0.0,0.0,0.0,103,10555619.0,7.6,87.0,97.0,7.0,1.0,1,1,0,0,0,0,0,1,0
1992,Original Screenplay,Lorenzo's Oil,Nick Enright,0.0,0.0,0.0,0.0,129,7286310.0,7.2,79.0,94.0,4.0,1.0,1,0,0,1,0,1,0,0,0
